Person_ID,Identification_Confidence,Evidence_Type,Member_Type,Outbound_start_station_id,Outbound_end_station_id,Return_start_station_id,Return_end_station_id,Outbound_Undock_Time,Outbound_Redock_Time,Return_Undock_Time,Outbound_Date,Return_Date,Outbound_Bike_Time_Minutes,Time_At_Destination,Outbound_Ride_ID,Return_Ride_ID,Number_Of_Matched_Pairs,Pattern_Consistency,Quasi_Identifier,Why_Not_Anonymous,Anonymity_Set_Size,Uniqueness_Score,K_Anonymity_Violated,Privacy_Risk_Level,Anonymity_at_±5min,Anonymity_at_±10min,Anonymity_at_±15min,Anonymity_at_±20min
COMMUTER_member_Commonwealth Ave at Agganis Way~Silber Way,VERY HIGH,Matched Outbound + Return Journey,member,A32002,D32032,D32032,A32002,07:55,07:55,21:08,2025-10-29,2025-10-29,0,13h 13m,29C3AA5605B89F4C,4E5C3694D012D0C1,9,Arrival times within ±5 minutes,"(member, Commonwealth Ave at Agganis Way -> Silber Way, ~472)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,5,12,14,15
COMMUTER_member_Canal St at Causeway St~Pearl St at Milk St,VERY HIGH,Matched Outbound + Return Journey,member,A32046,D32044,D32044,A32046,06:34,06:34,15:52,2025-10-03,2025-10-03,0,9h 18m,624A40AFA28E0500,7EA554227296F503,9,Arrival times within ±3 minutes,"(member, Canal St at Causeway St -> Pearl St at Milk St, ~392)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,2,9,11,9
COMMUTER_member_West Medford Square (Bower St at Harvard Ave)~Mystic Valley Parkway at River Station,VERY HIGH,Matched Outbound + Return Journey,member,F32007,F32015,F32015,F32007,07:13,07:13,15:41,2025-10-16,2025-10-16,0,8h 28m,01DE41BBC13829EF,1A436C718C2D41C9,9,Arrival times within ±5 minutes,"(member, West Medford Square (Bower St at Harvard Ave) -> Mystic Valley Parkway at River Station, ~432)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,7,13,7,13
COMMUTER_member_Gilman Square T at Medford St~Spaulding Rehabilitation Hospital - Charlestown Navy Yard,VERY HIGH,Matched Outbound + Return Journey,member,S32046,D32023,D32023,S32046,05:55,05:55,16:10,2025-10-22,2025-10-22,0,10h 15m,DA52F0FBAA990910,9566ED03CE840026,8,Arrival times within ±3 minutes,"(member, Gilman Square T at Medford St -> Spaulding Rehabilitation Hospital - Charlestown Navy Yard, ~352)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,1,9,14,14
COMMUTER_member_Charles Circle - Charles St at Cambridge St~75 Binney St,VERY HIGH,Matched Outbound + Return Journey,member,D32016,M32064,M32064,D32016,07:42,07:42,17:22,2025-10-17,2025-10-17,0,9h 40m,DBC38946F885A500,B337D96AF0E1A6C1,8,Arrival times within ±3 minutes,"(member, Charles Circle - Charles St at Cambridge St -> 75 Binney St, ~456)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,8,8,9,8
COMMUTER_member_Harvard St at Greene-Rose Heritage Park~One Brigham Circle,VERY HIGH,Matched Outbound + Return Journey,member,M32055,B32036,B32036,M32055,08:10,08:10,16:12,2025-10-21,2025-10-21,0,8h 2m,F823C80958947194,39C895E602F8BCD2,8,Arrival times within ±5 minutes,"(member, Harvard St at Greene-Rose Heritage Park -> One Brigham Circle, ~488)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,12,12,18,18
COMMUTER_member_55 Wheeler Street~Alewife MBTA at Steel Place,VERY HIGH,Matched Outbound + Return Journey,member,M32088,M32046,M32046,M32088,08:00,08:00,12:40,2025-10-16,2025-10-16,0,4h 40m,5E197EDACAA329B4,05D663C5C75FE533,8,Arrival times within ±5 minutes,"(member, 55 Wheeler Street -> Alewife MBTA at Steel Place, ~480)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,9,11,11,11
COMMUTER_member_MIT Hayward St at Amherst St~MIT at Mass Ave / Amherst St,VERY HIGH,Matched Outbound + Return Journey,member,M32071,M32006,M32006,M32071,12:53,12:53,17:03,2025-10-18,2025-10-18,0,4h 10m,A097F94772A93FD5,CBC746AB050E59C9,8,Arrival times within ±5 minutes,"(member, MIT Hayward St at Amherst St -> MIT at Mass Ave / Amherst St, ~768)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,7,18,21,22
COMMUTER_member_Brookline Village MBTA at Pearl Street~Jamaicaway at Perkins St,VERY HIGH,Matched Outbound + Return Journey,member,K32003,E32002,E32002,K32003,08:20,08:20,17:24,2025-10-09,2025-10-09,0,9h 4m,7D6B928D05B0E972,0A4D0FD113ABF646,8,Arrival times within ±3 minutes,"(member, Brookline Village MBTA at Pearl Street -> Jamaicaway at Perkins St, ~496)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,8,9,9,13
COMMUTER_member_Washington St at Melnea Cass Blvd~Boston Medical Center - E Concord St at Harrison Ave,VERY HIGH,Matched Outbound + Return Journey,member,B32026,C32002,C32002,B32026,05:45,05:45,19:35,2025-10-24,2025-10-24,0,13h 50m,AC3177087224BD3B,97B528FFDC2C17DB,8,Arrival times within ±3 minutes,"(member, Washington St at Melnea Cass Blvd -> Boston Medical Center - E Concord St at Harrison Ave, ~344)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,6,18,6,18
COMMUTER_member_Conway Park - Somerville Avenue~Porter Square Station,VERY HIGH,Matched Outbound + Return Journey,member,S32004,M32029,M32029,S32004,07:33,07:33,21:44,2025-10-31,2025-10-31,0,14h 11m,67FEADE5F61A465A,1AB53AA6A062CBAC,8,Arrival times within ±2 minutes,"(member, Conway Park - Somerville Avenue -> Porter Square Station, ~448)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,8,9,9,10
COMMUTER_member_Dana Park~Central Square at Mass Ave / Essex St,VERY HIGH,Matched Outbound + Return Journey,member,M32030,M32011,M32011,M32030,08:35,08:35,19:14,2025-10-01,2025-10-01,0,10h 39m,8AEA8F4C2E895DC1,909120C2E82A0458,7,Arrival times within ±4 minutes,"(member, Dana Park -> Central Square at Mass Ave / Essex St, ~512)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,6,9,11,12
COMMUTER_member_Harrison Ave at E. Dedham St~Back Bay T Stop - Dartmouth St at Stuart St,VERY HIGH,Matched Outbound + Return Journey,member,C32093,C32003,C32003,C32093,05:19,05:19,16:27,2025-10-23,2025-10-23,0,11h 8m,41EA5F02E3B97CA7,8292A40A1ED1E995,7,Arrival times within ±2 minutes,"(member, Harrison Ave at E. Dedham St -> Back Bay T Stop - Dartmouth St at Stuart St, ~312)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,8,8,10,8
COMMUTER_member_Harvard University Radcliffe Quadrangle at Shepard St / Garden St~N. Harvard St at Harvard Way,VERY HIGH,Matched Outbound + Return Journey,member,M32024,A32015,A32015,M32024,07:18,07:18,17:37,2025-10-29,2025-10-29,0,10h 19m,9B0C686B0203C361,98211C11300F041C,7,Arrival times within ±3 minutes,"(member, Harvard University Radcliffe Quadrangle at Shepard St / Garden St -> N. Harvard St at Harvard Way, ~432)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,11,11,11,11
COMMUTER_member_Thetford Ave at Norfolk St~Talbot Ave T Station,VERY HIGH,Matched Outbound + Return Journey,member,C32049,C32110,C32110,C32049,07:40,07:40,17:07,2025-10-23,2025-10-23,0,9h 27m,F5E97B93D6D01720,7E3FD11EE26E510F,7,Arrival times within ±5 minutes,"(member, Thetford Ave at Norfolk St -> Talbot Ave T Station, ~456)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,5,5,10,5
COMMUTER_member_Boston Medical Center - E Concord St at Harrison Ave~Back Bay T Stop - Dartmouth St at Stuart St,VERY HIGH,Matched Outbound + Return Journey,member,C32002,C32003,C32003,C32002,07:56,07:56,18:01,2025-10-03,2025-10-03,0,10h 5m,E5D31FAE96CED337,A22A13E7C1A0CDD4,7,Arrival times within ±3 minutes,"(member, Boston Medical Center - E Concord St at Harrison Ave -> Back Bay T Stop - Dartmouth St at Stuart St, ~472)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,10,13,14,14
COMMUTER_member_Harvard University River Houses at DeWolfe St / Cowperthwaite St~Stadium Rd at Western Ave,VERY HIGH,Matched Outbound + Return Journey,member,M32038,A32014,A32014,M32038,12:39,12:39,17:48,2025-10-29,2025-10-29,0,5h 9m,627C0B37DAD487DB,75D239BB3E87F382,7,Arrival times within ±5 minutes,"(member, Harvard University River Houses at DeWolfe St / Cowperthwaite St -> Stadium Rd at Western Ave, ~752)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,7,8,12,9
COMMUTER_casual_Faneuil St at Bothwell Rd~Coolidge Corner - Beacon St at Centre St,VERY HIGH,Matched Outbound + Return Journey,casual,D32003,K32001,K32001,D32003,14:38,14:38,23:16,2025-10-16,2025-10-16,0,8h 38m,28D3AA5BFD7DA686,CC2A3EF8615C7E4A,7,Arrival times within ±4 minutes,"(casual, Faneuil St at Bothwell Rd -> Coolidge Corner - Beacon St at Centre St, ~872)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,5,8,10,8
COMMUTER_member_Harvard Square at Mass Ave/ Dunster~Harvard University River Houses at DeWolfe St / Cowperthwaite St,VERY HIGH,Matched Outbound + Return Journey,member,M32018,M32038,M32038,M32018,14:54,14:54,21:32,2025-10-07,2025-10-07,0,6h 38m,C928B0F63AEB847E,1F86527C7C08CA0B,7,Arrival times within ±4 minutes,"(member, Harvard Square at Mass Ave/ Dunster -> Harvard University River Houses at DeWolfe St / Cowperthwaite St, ~888)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,6,8,8,8
COMMUTER_member_Hood Park~Spaulding Rehabilitation Hospital - Charlestown Navy Yard,VERY HIGH,Matched Outbound + Return Journey,member,D32060,D32023,D32023,D32060,06:42,06:42,16:02,2025-10-02,2025-10-02,0,9h 20m,77F625484E578247,897A435A8D9A97E2,7,Arrival times within ±5 minutes,"(member, Hood Park -> Spaulding Rehabilitation Hospital - Charlestown Navy Yard, ~400)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,7,11,8,12
COMMUTER_member_Morgan Ave at North First St~Charlestown Navy Yard,VERY HIGH,Matched Outbound + Return Journey,member,M32086,D32039,D32039,M32086,09:01,09:01,17:44,2025-10-02,2025-10-02,0,8h 43m,99F5577CABC63AD5,E2DC5CE6CCC456FC,7,Arrival times within ±5 minutes,"(member, Morgan Ave at North First St -> Charlestown Navy Yard, ~536)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,4,8,10,10
COMMUTER_member_Washington St at Northampton St~Ruggles T Stop - Columbus Ave at Melnea Cass Blvd,VERY HIGH,Matched Outbound + Return Journey,member,C32072,B32002,B32002,C32072,07:51,07:51,15:22,2025-10-16,2025-10-16,0,7h 31m,70F11689D600B03F,E55870E40BA5E0FC,7,Arrival times within ±3 minutes,"(member, Washington St at Northampton St -> Ruggles T Stop - Columbus Ave at Melnea Cass Blvd, ~464)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,8,8,11,13
COMMUTER_member_Coolidge Corner - Beacon St at Centre St~Longwood Ave at Binney St,VERY HIGH,Matched Outbound + Return Journey,member,K32001,A32004,A32004,K32001,07:05,07:05,19:17,2025-10-21,2025-10-21,0,12h 12m,651D35D6DBD79632,AF145CDD9A73CF9F,7,Arrival times within ±4 minutes,"(member, Coolidge Corner - Beacon St at Centre St -> Longwood Ave at Binney St, ~424)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,10,13,14,14
COMMUTER_member_Rutherford Ave at Bunker Hill Industrial Park~Bunker Hill Community College,VERY HIGH,Matched Outbound + Return Journey,member,D32070,A32023,A32023,D32070,09:05,09:05,17:27,2025-10-24,2025-10-24,0,8h 22m,C5C8ADAE67EDAB70,8C1251E57CCE3436,7,Arrival times within ±5 minutes,"(member, Rutherford Ave at Bunker Hill Industrial Park -> Bunker Hill Community College, ~544)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,8,9,11,11
COMMUTER_member_Geiger Gibson Community Health Center~JFK/UMass T Stop,VERY HIGH,Matched Outbound + Return Journey,member,C32090,C32013,C32013,C32090,18:04,18:04,22:29,2025-10-17,2025-10-17,0,4h 25m,68EC255A89CB048F,6A6F831B051512A3,7,Arrival times within ±4 minutes,"(member, Geiger Gibson Community Health Center -> JFK/UMass T Stop, ~1080)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,9,10,10,11
COMMUTER_member_MIT Pacific St at Purrington St~Ames St at Main St,VERY HIGH,Matched Outbound + Return Journey,member,M32041,M32037,M32037,M32041,12:47,12:47,18:38,2025-10-28,2025-10-28,0,5h 51m,A07A2278DE33B560,E7B3D35F2C8D84D1,7,Arrival times within ±5 minutes,"(member, MIT Pacific St at Purrington St -> Ames St at Main St, ~760)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,4,8,13,17
COMMUTER_member_MIT Pacific St at Purrington St~MIT Stata Center at Vassar St / Main St,VERY HIGH,Matched Outbound + Return Journey,member,M32041,M32005,M32005,M32041,14:27,14:27,20:05,2025-10-01,2025-10-01,0,5h 38m,D7EC731AE2B50E72,5A2B2996C346F981,7,Arrival times within ±5 minutes,"(member, MIT Pacific St at Purrington St -> MIT Stata Center at Vassar St / Main St, ~864)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,4,5,7,14
COMMUTER_member_South Station - 700 Atlantic Ave~Seaport Blvd at Sleeper St,VERY HIGH,Matched Outbound + Return Journey,member,A32010,C32036,C32036,A32010,08:35,08:35,15:21,2025-10-30,2025-10-30,0,6h 46m,7319D70AFDBD85BC,FA2E7D8322B9B92E,7,Arrival times within ±3 minutes,"(member, South Station - 700 Atlantic Ave -> Seaport Blvd at Sleeper St, ~512)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,5,8,11,9
COMMUTER_member_Porter Square Station~One Kendall Square at Hampshire St / Portland St,VERY HIGH,Matched Outbound + Return Journey,member,M32029,M32002,M32002,M32029,08:51,08:51,15:24,2025-10-30,2025-10-30,0,6h 33m,CFB854EEE853D807,7C1976DC090F60D7,7,Arrival times within ±5 minutes,"(member, Porter Square Station -> One Kendall Square at Hampshire St / Portland St, ~528)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,5,7,13,13
COMMUTER_casual_Salem MBTA - Washington at Federal St~Salem State University - Bike Path at Loring Ave,VERY HIGH,Matched Outbound + Return Journey,casual,T32005,T32007 ,T32007 ,T32005,00:26,00:26,17:38,2025-10-19,2025-10-19,0,17h 12m,1B93E7689917608A,3F2905E8B8000269,7,Arrival times within ±5 minutes,"(casual, Salem MBTA - Washington at Federal St -> Salem State University - Bike Path at Loring Ave, ~24)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,6,6,6,9
COMMUTER_member_Harrison Ave at E. Dedham St~Prudential Center - 101 Huntington Ave,VERY HIGH,Matched Outbound + Return Journey,member,C32093,C32007,C32007,C32093,08:43,08:43,19:12,2025-10-01,2025-10-01,0,10h 29m,CF1399FD4B6D3736,8A3CC55D9BA58854,7,Arrival times within ±4 minutes,"(member, Harrison Ave at E. Dedham St -> Prudential Center - 101 Huntington Ave, ~520)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,10,11,11,12
COMMUTER_member_Gore Street at Lambert Street~Galileo Galilei Way at Fulkerson St/Binney St,VERY HIGH,Matched Outbound + Return Journey,member,M32081,M32078,M32078,M32081,08:36,08:36,16:17,2025-10-31,2025-10-31,0,7h 41m,73245965F53D8A4F,5CC73A34D6CED0DA,6,Arrival times within ±4 minutes,"(member, Gore Street at Lambert Street -> Galileo Galilei Way at Fulkerson St/Binney St, ~512)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,3,10,11,11
COMMUTER_member_Washington St at Waltham St~Surface Rd at Summer St,VERY HIGH,Matched Outbound + Return Journey,member,D32002,A32042,A32042,D32002,08:04,08:04,16:27,2025-10-23,2025-10-23,0,8h 23m,5FE8071B84B32E2B,0C7C96576DA09757,6,Arrival times within ±5 minutes,"(member, Washington St at Waltham St -> Surface Rd at Summer St, ~480)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,5,9,12,13
COMMUTER_member_Harvard St at Greene-Rose Heritage Park~Central Square at Mass Ave / Essex St,VERY HIGH,Matched Outbound + Return Journey,member,M32055,M32011,M32011,M32055,07:24,07:24,21:29,2025-10-16,2025-10-16,0,14h 5m,861DBDFA047543B3,A965E2A5EC134F28,6,Arrival times within ±2 minutes,"(member, Harvard St at Greene-Rose Heritage Park -> Central Square at Mass Ave / Essex St, ~440)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,6,7,7,7
COMMUTER_member_Inman Square at Springfield St.~One Broadway / Kendall Sq at Main St / 3rd St,VERY HIGH,Matched Outbound + Return Journey,member,M32062,M32003,M32003,M32062,07:41,07:41,17:19,2025-10-07,2025-10-07,0,9h 38m,E992CA3163BA575F,DFA41F3C01BF3C80,6,Arrival times within ±3 minutes,"(member, Inman Square at Springfield St. -> One Broadway / Kendall Sq at Main St / 3rd St, ~456)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,5,8,11,14
COMMUTER_member_Forsyth St at Huntington Ave~Deerfield St at Commonwealth Ave,VERY HIGH,Matched Outbound + Return Journey,member,B32062,B32037,B32037,B32062,07:13,07:13,18:13,2025-10-20,2025-10-20,0,11h 0m,4EF0D6D1C8DF174B,C709A26D4B9FDAE9,6,Arrival times within ±3 minutes,"(member, Forsyth St at Huntington Ave -> Deerfield St at Commonwealth Ave, ~432)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,7,9,9,11
COMMUTER_member_St. Alphonsus St at Tremont St~Parker St at Huntington Ave,VERY HIGH,Matched Outbound + Return Journey,member,B32063,Z32997,Z32997,B32063,07:41,07:41,21:29,2025-10-22,2025-10-22,0,13h 48m,EA7D426720CA090F,850AA81CFA365B98,6,Arrival times within ±5 minutes,"(member, St. Alphonsus St at Tremont St -> Parker St at Huntington Ave, ~456)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,4,10,11,13
COMMUTER_member_St. Alphonsus St at Tremont St~Forsyth St at Huntington Ave,VERY HIGH,Matched Outbound + Return Journey,member,B32063,B32062,B32062,B32063,12:42,12:42,17:09,2025-10-19,2025-10-19,0,4h 27m,28FB196816733393,1F273B2D05723ECE,6,Arrival times within ±5 minutes,"(member, St. Alphonsus St at Tremont St -> Forsyth St at Huntington Ave, ~760)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,5,6,5,8
COMMUTER_member_Gore Street at Lambert Street~Mass Ave/Lafayette Square,VERY HIGH,Matched Outbound + Return Journey,member,M32081,M32085,M32085,M32081,06:04,06:04,17:05,2025-10-05,2025-10-05,0,11h 1m,D52DDFBEEB198F7C,FBE67D87E11F8659,6,Arrival times within ±2 minutes,"(member, Gore Street at Lambert Street -> Mass Ave/Lafayette Square, ~360)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,6,9,9,9
COMMUTER_member_Ruggles T Stop - Columbus Ave at Melnea Cass Blvd~325 Binney St.,VERY HIGH,Matched Outbound + Return Journey,member,B32002,M32091,M32091,B32002,06:59,06:59,14:59,2025-10-16,2025-10-16,0,8h 0m,AB43F10F68151D6B,2D1E5EBDA2CCEAD9,6,Arrival times within ±2 minutes,"(member, Ruggles T Stop - Columbus Ave at Melnea Cass Blvd -> 325 Binney St., ~416)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,2,2,2,2
