Person_ID,Identification_Confidence,Evidence_Type,Member_Type,Outbound_start_station_id,Outbound_end_station_id,Return_start_station_id,Return_end_station_id,Outbound_Undock_Time,Outbound_Redock_Time,Return_Undock_Time,Outbound_Date,Return_Date,Outbound_Bike_Time_Minutes,Time_At_Destination,Outbound_Ride_ID,Return_Ride_ID,Number_Of_Matched_Pairs,Pattern_Consistency,Quasi_Identifier,Why_Not_Anonymous,Anonymity_Set_Size,Uniqueness_Score,K_Anonymity_Violated,Privacy_Risk_Level,Anonymity_at_±5min,Anonymity_at_±10min,Anonymity_at_±15min,Anonymity_at_±20min
COMMUTER_member_Landmark Center - Brookline Ave at Park Dr~Smith St at Parker St,HIGH,Matched Outbound + Return Journey,member,B32015,B32070,B32070,B32015,00:44,00:44,07:55,2025-10-24,2025-10-24,0,7h 11m,5652BD009DBB0BFE,4E11760F2F29A465,2,Arrival times within ±0 minutes,"(member, Landmark Center - Brookline Ave at Park Dr -> Smith St at Parker St, ~44)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,2,2,2,2
COMMUTER_member_Marion St at Harvard St~Lansdowne T Stop,HIGH,Matched Outbound + Return Journey,member,K32012,B32058,B32058,K32012,07:55,07:55,19:04,2025-10-14,2025-10-14,0,11h 9m,8C2A58816113352A,7897713920102F2D,2,Arrival times within ±1 minutes,"(member, Marion St at Harvard St -> Lansdowne T Stop, ~474)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,4,5,5,5
COMMUTER_member_Harrison Ave at E. Dedham St~Warren Ave at Dartmouth St,HIGH,Matched Outbound + Return Journey,member,C32093,C32076,C32076,C32093,17:34,17:34,22:10,2025-10-31,2025-10-31,0,4h 36m,AC5F33668E5E4CF8,D9D6F9BB9BE3FABE,2,Arrival times within ±0 minutes,"(member, Harrison Ave at E. Dedham St -> Warren Ave at Dartmouth St, ~1054)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,2,2,2,2
COMMUTER_member_MIT Stata Center at Vassar St / Main St~MIT Carleton St at Amherst St,HIGH,Matched Outbound + Return Journey,member,M32005,M32070,M32070,M32005,07:16,07:16,14:50,2025-10-06,2025-10-06,0,7h 34m,97677ADAEADFABA9,503D3649958990FD,2,Arrival times within ±1 minutes,"(member, MIT Stata Center at Vassar St / Main St -> MIT Carleton St at Amherst St, ~436)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,2,2,5,2
COMMUTER_member_Centre St at Seaverns Ave~Green Street T Stop - Green St at Amory St,HIGH,Matched Outbound + Return Journey,member,E32008,E32005,E32005,E32008,11:38,11:38,16:47,2025-10-08,2025-10-08,0,5h 9m,12B4BE12CAC6D20C,606D0477BDFD997A,2,Arrival times within ±0 minutes,"(member, Centre St at Seaverns Ave -> Green Street T Stop - Green St at Amory St, ~698)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,2,2,3,2
COMMUTER_casual_Salem State University - North Campus~Salem State University - North Campus,HIGH,Matched Outbound + Return Journey,casual,T32009,T32009,T32009,T32009,03:48,03:48,18:12,2025-10-03,2025-10-03,0,14h 24m,6C449002B1FB2C8B,C0FD09F3C3309779,2,Arrival times within ±0 minutes,"(casual, Salem State University - North Campus -> Salem State University - North Campus, ~228)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,2,2,2,2
COMMUTER_casual_Beacon St at Massachusetts Ave~Beacon St at Massachusetts Ave,HIGH,Matched Outbound + Return Journey,casual,B32016,B32016,B32016,B32016,05:03,05:03,12:26,2025-10-19,2025-10-19,0,7h 23m,803904F4F94FB8F8,C5E9CC8B027149F2,2,Arrival times within ±0 minutes,"(casual, Beacon St at Massachusetts Ave -> Beacon St at Massachusetts Ave, ~302)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,3,3,3,3
COMMUTER_member_Perry Park~University Park,HIGH,Matched Outbound + Return Journey,member,S32034,M32040,M32040,S32034,05:58,05:58,16:45,2025-10-29,2025-10-29,0,10h 47m,8E31F970CED018EE,6DFABD10B67445A9,2,Arrival times within ±0 minutes,"(member, Perry Park -> University Park, ~358)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,3,4,4,4
COMMUTER_member_Ruggles T Stop - Columbus Ave at Melnea Cass Blvd~Green Street T Stop - Green St at Amory St,HIGH,Matched Outbound + Return Journey,member,B32002,E32005,E32005,B32002,08:04,08:04,17:12,2025-10-20,2025-10-20,0,9h 8m,FA576F641586E742,5C0A10BC75577FD2,2,Arrival times within ±1 minutes,"(member, Ruggles T Stop - Columbus Ave at Melnea Cass Blvd -> Green Street T Stop - Green St at Amory St, ~484)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,4,9,9,9
COMMUTER_member_Ruggles T Stop - Columbus Ave at Melnea Cass Blvd~Nubian Square - Bolling Building,HIGH,Matched Outbound + Return Journey,member,B32002,B32017,B32017,B32002,07:06,07:06,16:51,2025-10-27,2025-10-27,0,9h 45m,9E755701C4100F82,22FC5E815335A805,2,Arrival times within ±1 minutes,"(member, Ruggles T Stop - Columbus Ave at Melnea Cass Blvd -> Nubian Square - Bolling Building, ~426)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,3,3,3,3
COMMUTER_member_Malden High School~Malden High School,HIGH,Matched Outbound + Return Journey,member,G32003,G32003,G32003,G32003,11:40,11:40,21:45,2025-10-12,2025-10-12,0,10h 5m,E9EFA1102758983F,7AC9903E57B63B22,2,Arrival times within ±0 minutes,"(member, Malden High School -> Malden High School, ~700)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,2,2,2,2
COMMUTER_casual_Massachusetts Ave at Boylston St.~B.U. Central T Stop - 725 Commonwealth Ave,HIGH,Matched Outbound + Return Journey,casual,B32065,A32003,A32003,B32065,10:16,10:16,15:28,2025-10-18,2025-10-18,0,5h 12m,E0043744F9A6BAF2,DB91805ACFB3B63C,2,Arrival times within ±0 minutes,"(casual, Massachusetts Ave at Boylston St. -> B.U. Central T Stop - 725 Commonwealth Ave, ~616)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,2,2,2,2
COMMUTER_member_Edgerly Education Center~Mt Auburn,HIGH,Matched Outbound + Return Journey,member,S32038,M32043,M32043,S32038,06:13,06:13,20:30,2025-10-12,2025-10-12,0,14h 17m,EC7F652771E28431,60A76FCCEFA3CFF5,2,Arrival times within ±0 minutes,"(member, Edgerly Education Center -> Mt Auburn, ~372)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,3,5,5,7
COMMUTER_member_Staniford St at Merrimac St~Fan Pier,HIGH,Matched Outbound + Return Journey,member,A32024,A32000,A32000,A32024,08:14,08:14,16:52,2025-10-29,2025-10-29,0,8h 38m,C11651407C10134D,60BE2685372CDA79,2,Arrival times within ±0 minutes,"(member, Staniford St at Merrimac St -> Fan Pier, ~494)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,2,3,2,3
COMMUTER_member_39 Brighton Ave~B.U. Central T Stop - 725 Commonwealth Ave,HIGH,Matched Outbound + Return Journey,member,D32073,A32003,A32003,D32073,08:59,08:59,21:33,2025-10-02,2025-10-02,0,12h 34m,1C11371AE29A67E9,E4490AA86B764C7C,2,Arrival times within ±1 minutes,"(member, 39 Brighton Ave -> B.U. Central T Stop - 725 Commonwealth Ave, ~538)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,2,3,4,4
COMMUTER_member_Massachusetts Ave at Boylston St.~Beacon St at Massachusetts Ave,HIGH,Matched Outbound + Return Journey,member,B32065,B32016,B32016,B32065,10:33,10:33,15:53,2025-10-25,2025-10-25,0,5h 20m,6553A03060F1D14D,D6EC9ADC304F1E2D,2,Arrival times within ±0 minutes,"(member, Massachusetts Ave at Boylston St. -> Beacon St at Massachusetts Ave, ~632)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,2,3,3,3
COMMUTER_member_Harvard Law School at Mass Ave / Jarvis St~Verizon Innovation Hub 10 Ware Street,HIGH,Matched Outbound + Return Journey,member,M32020,M32050,M32050,M32020,16:25,16:25,21:05,2025-10-18,2025-10-18,0,4h 40m,3C2ABC86AF4531B6,6D6BEFA9800AEAE1,2,Arrival times within ±0 minutes,"(member, Harvard Law School at Mass Ave / Jarvis St -> Verizon Innovation Hub 10 Ware Street, ~984)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,2,2,2,2
COMMUTER_member_Somerville City Hall Annex~Smith Pl at Wilson Rd,HIGH,Matched Outbound + Return Journey,member,S32036,M32069,M32069,S32036,05:07,05:07,17:38,2025-10-08,2025-10-08,0,12h 31m,223410EBE6A91207,8BD7D0E09FC02FA9,2,Arrival times within ±0 minutes,"(member, Somerville City Hall Annex -> Smith Pl at Wilson Rd, ~306)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,9,14,16,16
COMMUTER_member_Perry Park~Harvard Square at Brattle St / Eliot St,HIGH,Matched Outbound + Return Journey,member,S32034,M32017,M32017,S32034,09:03,09:03,16:58,2025-10-06,2025-10-06,0,7h 55m,5A3A118545310304,6614FE6E38811F1F,2,Arrival times within ±0 minutes,"(member, Perry Park -> Harvard Square at Brattle St / Eliot St, ~542)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,2,3,3,3
COMMUTER_casual_Washington St at Peters Park~Post Office Square,HIGH,Matched Outbound + Return Journey,casual,C32067,D32012,D32012,C32067,07:52,07:52,18:40,2025-10-23,2025-10-23,0,10h 48m,BF2B377B73BA232F,A295E32A3B478502,2,Arrival times within ±1 minutes,"(casual, Washington St at Peters Park -> Post Office Square, ~472)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,6,11,12,13
COMMUTER_member_Lewis Wharf at Atlantic Ave~Post Office Square,HIGH,Matched Outbound + Return Journey,member,D32006,D32012,D32012,D32006,11:57,11:57,23:27,2025-10-09,2025-10-09,0,11h 30m,7AEEFDC1E92AC754,0A1C4F9D11F7E9A4,2,Arrival times within ±0 minutes,"(member, Lewis Wharf at Atlantic Ave -> Post Office Square, ~716)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,2,2,4,5
COMMUTER_member_Savin Hill T Stop - S Sydney St at Bay St~Columbia Rd at Ceylon St,HIGH,Matched Outbound + Return Journey,member,C32033,B32029,B32029,C32033,06:59,06:59,16:13,2025-10-28,2025-10-28,0,9h 14m,FF479BF723DB64DE,DE5A83F37BAE3346,2,Arrival times within ±1 minutes,"(member, Savin Hill T Stop - S Sydney St at Bay St -> Columbia Rd at Ceylon St, ~418)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,2,5,7,7
COMMUTER_member_Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St~Harvard Square at Brattle St / Eliot St,HIGH,Matched Outbound + Return Journey,member,M32023,M32017,M32017,M32023,10:11,10:11,16:27,2025-10-24,2025-10-24,0,6h 16m,0992EB41F3679043,BCAE08C9AB33A416,2,Arrival times within ±0 minutes,"(member, Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St -> Harvard Square at Brattle St / Eliot St, ~610)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,2,2,2,2
COMMUTER_member_Harvard University Radcliffe Quadrangle at Shepard St / Garden St~Harvard Square at Brattle St / Eliot St,HIGH,Matched Outbound + Return Journey,member,M32024,M32017,M32017,M32024,17:20,17:20,22:09,2025-10-07,2025-10-07,0,4h 49m,37B7DCAD34FA193B,11ADCC987F769845,2,Arrival times within ±0 minutes,"(member, Harvard University Radcliffe Quadrangle at Shepard St / Garden St -> Harvard Square at Brattle St / Eliot St, ~1040)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,2,2,4,4
COMMUTER_casual_Harvard University Radcliffe Quadrangle at Shepard St / Garden St~Harvard Square at Brattle St / Eliot St,HIGH,Matched Outbound + Return Journey,casual,M32024,M32017,M32017,M32024,08:38,08:38,21:41,2025-10-10,2025-10-10,0,13h 3m,908C89C4AE516EE4,A68E4369746D18F1,2,Arrival times within ±0 minutes,"(casual, Harvard University Radcliffe Quadrangle at Shepard St / Garden St -> Harvard Square at Brattle St / Eliot St, ~518)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,3,4,5,4
COMMUTER_member_W Broadway at D St~Tremont St at Northampton St,HIGH,Matched Outbound + Return Journey,member,C32029,C32056,C32056,C32029,11:30,11:30,16:40,2025-10-16,2025-10-16,0,5h 10m,0A67BED738E7F3BE,06DB0B78214EE71F,2,Arrival times within ±1 minutes,"(member, W Broadway at D St -> Tremont St at Northampton St, ~690)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,2,3,7,3
COMMUTER_member_West Newton~Washington St at Walnut St,HIGH,Matched Outbound + Return Journey,member,N32005,N32014,N32014,N32005,04:54,04:54,15:24,2025-10-09,2025-10-09,0,10h 30m,59E8C6E8576EAF0C,C31C91B06BB701EF,2,Arrival times within ±1 minutes,"(member, West Newton -> Washington St at Walnut St, ~294)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,3,13,13,13
COMMUTER_member_John Ahern Field at Kennedy-Longfellow School~One Broadway / Kendall Sq at Main St / 3rd St,HIGH,Matched Outbound + Return Journey,member,M32083,M32003,M32003,M32083,08:07,08:07,22:16,2025-10-15,2025-10-15,0,14h 9m,3ABB6C7817B1F865,5E403525F98EA4EE,2,Arrival times within ±0 minutes,"(member, John Ahern Field at Kennedy-Longfellow School -> One Broadway / Kendall Sq at Main St / 3rd St, ~486)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,2,2,2,3
COMMUTER_member_NCAAA - Walnut Ave at Crawford St~Jackson Square T Stop,HIGH,Matched Outbound + Return Journey,member,B32027,E32006,E32006,B32027,08:13,08:13,15:07,2025-10-23,2025-10-23,0,6h 54m,DF4A28C5E9C80AEE,38770299DCD7528A,2,Arrival times within ±1 minutes,"(member, NCAAA - Walnut Ave at Crawford St -> Jackson Square T Stop, ~492)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,2,2,2,2
COMMUTER_member_Ruggles T Stop - Columbus Ave at Melnea Cass Blvd~Jackson Square T Stop,HIGH,Matched Outbound + Return Journey,member,B32002,E32006,E32006,B32002,10:16,10:16,15:21,2025-10-21,2025-10-21,0,5h 5m,1E861226CA79BBFF,4BBF0F20E4D0645A,2,Arrival times within ±0 minutes,"(member, Ruggles T Stop - Columbus Ave at Melnea Cass Blvd -> Jackson Square T Stop, ~616)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,2,2,3,2
COMMUTER_member_Egleston Square - Atherton St at Washington St~Jackson Square T Stop,HIGH,Matched Outbound + Return Journey,member,E32004,E32006,E32006,E32004,15:23,15:23,22:41,2025-10-03,2025-10-03,0,7h 18m,E4B5D16CB8CC5A30,017875182254282F,2,Arrival times within ±0 minutes,"(member, Egleston Square - Atherton St at Washington St -> Jackson Square T Stop, ~922)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,3,4,4,4
COMMUTER_member_Kendall T~Gore Street at Lambert Street,HIGH,Matched Outbound + Return Journey,member,M32004,M32081,M32081,M32004,14:09,14:09,21:42,2025-10-15,2025-10-15,0,7h 33m,611C356A38FF11B5,BB5684ABB520652D,2,Arrival times within ±1 minutes,"(member, Kendall T -> Gore Street at Lambert Street, ~848)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,2,2,2,2
COMMUTER_member_Charles Circle - Charles St at Cambridge St~MIT Carleton St at Amherst St,HIGH,Matched Outbound + Return Journey,member,D32016,M32070,M32070,D32016,12:09,12:09,16:50,2025-10-31,2025-10-31,0,4h 41m,B147FAE501CD8FDC,E4E4AE6DE8F71BA4,2,Arrival times within ±0 minutes,"(member, Charles Circle - Charles St at Cambridge St -> MIT Carleton St at Amherst St, ~728)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,2,2,2,2
COMMUTER_member_MIT Carleton St at Amherst St~MIT Carleton St at Amherst St,HIGH,Matched Outbound + Return Journey,member,M32070,M32070,M32070,M32070,14:22,14:22,18:49,2025-10-07,2025-10-07,0,4h 27m,9FB3DDDBD9A57E87,585DDCAFC6B118CB,2,Arrival times within ±1 minutes,"(member, MIT Carleton St at Amherst St -> MIT Carleton St at Amherst St, ~862)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,2,4,4,4
COMMUTER_member_Mass Ave at Albany St~Beacon St at Massachusetts Ave,HIGH,Matched Outbound + Return Journey,member,M32061,B32016,B32016,M32061,11:40,11:40,20:54,2025-10-05,2025-10-05,0,9h 14m,5C5E1BD63EE9C5FC,297C08E8BF6204CF,2,Arrival times within ±1 minutes,"(member, Mass Ave at Albany St -> Beacon St at Massachusetts Ave, ~700)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,2,2,2,2
COMMUTER_casual_Addison St at Saratoga St~Addison St at Saratoga St,HIGH,Matched Outbound + Return Journey,casual,A32054,A32054,A32054,A32054,10:12,10:12,15:11,2025-10-27,2025-10-27,0,4h 59m,598A4ED4821C29F7,88381B05F5B75791,2,Arrival times within ±0 minutes,"(casual, Addison St at Saratoga St -> Addison St at Saratoga St, ~612)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,2,2,2,2
COMMUTER_member_Landmark Center - Brookline Ave at Park Dr~HMS/HSPH - Avenue Louis Pasteur at Longwood Ave,HIGH,Matched Outbound + Return Journey,member,B32015,B32003,B32003,B32015,13:24,13:24,17:41,2025-10-08,2025-10-08,0,4h 17m,8F2F8CD8B6094BC3,511D0A832B5085EF,2,Arrival times within ±0 minutes,"(member, Landmark Center - Brookline Ave at Park Dr -> HMS/HSPH - Avenue Louis Pasteur at Longwood Ave, ~804)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,3,3,4,3
COMMUTER_casual_Landmark Center - Brookline Ave at Park Dr~Landmark Center - Brookline Ave at Park Dr,HIGH,Matched Outbound + Return Journey,casual,B32015,B32015,B32015,B32015,15:05,15:05,20:51,2025-10-25,2025-10-25,0,5h 46m,9FED63059381C6FE,4992F5D85EEEE235,2,Arrival times within ±0 minutes,"(casual, Landmark Center - Brookline Ave at Park Dr -> Landmark Center - Brookline Ave at Park Dr, ~904)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,2,2,2,2
COMMUTER_member_Marion St at Harvard St~Landmark Center - Brookline Ave at Park Dr,HIGH,Matched Outbound + Return Journey,member,K32012,B32015,B32015,K32012,17:21,17:21,22:36,2025-10-05,2025-10-05,0,5h 15m,3CE7A40B661B9EF8,AF72342D23A27401,2,Arrival times within ±0 minutes,"(member, Marion St at Harvard St -> Landmark Center - Brookline Ave at Park Dr, ~1040)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,2,2,2,2
COMMUTER_member_Marion St at Harvard St~HMS/HSPH - Avenue Louis Pasteur at Longwood Ave,HIGH,Matched Outbound + Return Journey,member,K32012,B32003,B32003,K32012,12:16,12:16,18:07,2025-10-12,2025-10-12,0,5h 51m,D2A072D271B3F625,54FE0330E9493030,2,Arrival times within ±0 minutes,"(member, Marion St at Harvard St -> HMS/HSPH - Avenue Louis Pasteur at Longwood Ave, ~736)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,2,2,2,2
COMMUTER_member_Gore Street at Lambert Street~Galileo Galilei Way at Fulkerson St/Binney St,HIGH,Matched Outbound + Return Journey,member,M32081,M32078,M32078,M32081,08:36,08:36,16:17,2025-10-31,2025-10-31,0,7h 41m,73245965F53D8A4F,5CC73A34D6CED0DA,2,Arrival times within ±0 minutes,"(member, Gore Street at Lambert Street -> Galileo Galilei Way at Fulkerson St/Binney St, ~516)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,3,10,11,11
COMMUTER_member_Washington St at Peters Park~Stuart St at Charles St,HIGH,Matched Outbound + Return Journey,member,C32067,D32011,D32011,C32067,15:29,15:29,19:39,2025-10-10,2025-10-10,0,4h 10m,2F340EBDB6B3EC4A,50C32B79C99E6653,2,Arrival times within ±0 minutes,"(member, Washington St at Peters Park -> Stuart St at Charles St, ~928)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,2,2,2,3
COMMUTER_member_Mass Ave/Lafayette Square~Central Square at Mass Ave / Essex St,HIGH,Matched Outbound + Return Journey,member,M32085,M32011,M32011,M32085,01:07,01:07,17:15,2025-10-26,2025-10-26,0,16h 8m,5C7651997FCA4755,61DC1E5A4B2278EE,2,Arrival times within ±0 minutes,"(member, Mass Ave/Lafayette Square -> Central Square at Mass Ave / Essex St, ~66)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,2,2,2,2
COMMUTER_member_955 Mass Ave~Central Square at Mass Ave / Essex St,HIGH,Matched Outbound + Return Journey,member,M32073,M32011,M32011,M32073,07:00,07:00,20:26,2025-10-10,2025-10-10,0,13h 26m,30ABA280877A2C96,394D86CE66367C58,2,Arrival times within ±0 minutes,"(member, 955 Mass Ave -> Central Square at Mass Ave / Essex St, ~420)",Same member type + route + precise arrival time + return journey = clear person identification,1,100.0,YES - K-anonymity violated!,CRITICAL - Almost unique,2,2,2,2
COMMUTER_member_Sennott Park Broadway at Norfolk Street~Central Square at Mass Ave / Essex St,HIGH,Matched Outbound + Return Journey,member,M32063,M32011,M32011,M32063,06:24,06:24,17:36,2025-10-01,2025-10-01,0,11h 12m,9194EDF6B012E5FA,00957255C4447624,2,Arrival times within ±1 minutes,"(member, Sennott Park Broadway at Norfolk Street -> Central Square at Mass Ave / Essex St, ~384)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,2,4,4,5
COMMUTER_member_Ames St at Main St~Central Square at Mass Ave / Essex St,HIGH,Matched Outbound + Return Journey,member,M32037,M32011,M32011,M32037,15:45,15:45,22:14,2025-10-22,2025-10-22,0,6h 29m,242D87BB43E10EDC,FE165F1029BB862C,2,Arrival times within ±1 minutes,"(member, Ames St at Main St -> Central Square at Mass Ave / Essex St, ~944)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,2,3,3,4
COMMUTER_casual_Lower Cambridgeport at Magazine St / Riverside Rd~Central Square at Mass Ave / Essex St,HIGH,Matched Outbound + Return Journey,casual,M32022,M32011,M32011,M32022,18:13,18:13,23:11,2025-10-17,2025-10-17,0,4h 58m,3B3E9A7C1BBDBC39,5D6C70B27E64EACF,2,Arrival times within ±1 minutes,"(casual, Lower Cambridgeport at Magazine St / Riverside Rd -> Central Square at Mass Ave / Essex St, ~1092)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,4,4,7,7
COMMUTER_member_359 Broadway - Broadway at Fayette Street~Central Square at Mass Ave / Essex St,HIGH,Matched Outbound + Return Journey,member,M32026,M32011,M32011,M32026,09:08,09:08,22:04,2025-10-16,2025-10-16,0,12h 56m,F71761E9786BADC2,588A233F4D97612C,2,Arrival times within ±0 minutes,"(member, 359 Broadway - Broadway at Fayette Street -> Central Square at Mass Ave / Essex St, ~548)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,2,3,4,5
COMMUTER_member_East Somerville Library (Broadway and Illinois)~Spaulding Rehabilitation Hospital - Charlestown Navy Yard,HIGH,Matched Outbound + Return Journey,member,S32017,D32023,D32023,S32017,08:55,08:55,18:07,2025-10-15,2025-10-15,0,9h 12m,64A2C0DC18AC1768,AEB569E19E621007,2,Arrival times within ±1 minutes,"(member, East Somerville Library (Broadway and Illinois) -> Spaulding Rehabilitation Hospital - Charlestown Navy Yard, ~534)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,5,7,12,13
COMMUTER_casual_Chinatown T Stop~Dorchester Ave at Gillette Park,HIGH,Matched Outbound + Return Journey,casual,D32019,C32009,C32009,D32019,09:25,09:25,19:40,2025-10-23,2025-10-23,0,10h 15m,0A314FD0BD9C2ECA,114C9E68ADEDD78D,2,Arrival times within ±1 minutes,"(casual, Chinatown T Stop -> Dorchester Ave at Gillette Park, ~564)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,2,5,5,5
COMMUTER_casual_Lower Cambridgeport at Magazine St / Riverside Rd~Mt Auburn,HIGH,Matched Outbound + Return Journey,casual,M32022,M32043,M32043,M32022,10:54,10:54,16:52,2025-10-17,2025-10-17,0,5h 58m,E616C1794D1C8046,DB82EF854BBED93E,2,Arrival times within ±1 minutes,"(casual, Lower Cambridgeport at Magazine St / Riverside Rd -> Mt Auburn, ~654)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,2,3,3,3
COMMUTER_member_Arch St at Franklin St~Fan Pier,HIGH,Matched Outbound + Return Journey,member,D32004,A32000,A32000,D32004,06:28,06:28,15:52,2025-10-08,2025-10-08,0,9h 24m,946118BA0367E504,8A8F4E83001B97C9,2,Arrival times within ±1 minutes,"(member, Arch St at Franklin St -> Fan Pier, ~388)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,2,3,3,9
COMMUTER_casual_Huntington Ave at Exeter St~Huntington Ave at Exeter St,HIGH,Matched Outbound + Return Journey,casual,C32075,C32075,C32075,C32075,08:45,08:45,19:09,2025-10-03,2025-10-03,0,10h 24m,524BF39513D96E25,EF9CC650BF738B60,2,Arrival times within ±0 minutes,"(casual, Huntington Ave at Exeter St -> Huntington Ave at Exeter St, ~524)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,2,3,2,3
